title,features,description,price,average_rating,rating_number,itemId,all_reviews_text,metadata_text_count,has_review_text
Murder at 1600 (1997),Mystery|Thriller,,,,,51, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
Dante's Peak (1997),Action|Thriller,,,,,144, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
Lost Highway (1997),Mystery,,,,,497, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
Crash (1996),Drama|Thriller,,,,,331, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
G.I. Jane (1997),Action|Drama|War,,,,,860, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
Cop Land (1997),Crime|Drama|Mystery,,,,,43, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
Conspiracy Theory (1997),Action|Mystery|Romance|Thriller,,,,,98, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
Desperate Measures (1998),Crime|Drama|Thriller,,,,,891, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
187 (1997),Drama,,,,,925, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
"Edge, The (1997)",Adventure|Thriller,,,,,608, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
Kiss the Girls (1997),Crime|Drama|Thriller,,,,,48, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
"Game, The (1997)",Mystery|Thriller,,,,,280, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
U Turn (1997),Action|Crime|Mystery,,,,,213, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
How to Be a Player (1997),Comedy,,,,,620, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
Playing God (1997),Crime|Thriller,,,,,955, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
"House of Yes, The (1997)",Comedy|Drama|Thriller,,,,,713, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
Bean (1997),Comedy,,,,,85, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
Mad City (1997),Action|Drama,,,,,206, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
Boogie Nights (1997),Drama,,,,,751, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
Critical Care (1997),Comedy,,,,,976, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
"Man Who Knew Too Little, The (1997)",Comedy|Mystery,,,,,1116, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
Alien: Resurrection (1997),Action|Horror|Sci-Fi,,,,,252, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
"Apostle, The (1997)",Drama,,,,,214, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
Deconstructing Harry (1997),Comedy|Drama,,,,,842, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
Jackie Brown (1997),Crime|Drama,,,,,4, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
Wag the Dog (1997),Comedy|Drama,,,,,184, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
Desperate Measures (1998),Crime|Drama|Thriller,,,,,959, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
Hard Rain (1998),Action|Thriller,,,,,1166, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
Fallen (1998),Action|Mystery|Thriller,,,,,353, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
"Prophecy II, The (1998)",Horror,,,,,1121, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
Spice World (1997),Comedy|Musical,,,,,1017, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
Deep Rising (1998),Action|Horror|Sci-Fi,,,,,1181, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
"Wedding Singer, The (1998)",Comedy|Romance,,,,,554, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
Sphere (1998),Adventure|Sci-Fi|Thriller,,,,,609, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
"Client, The (1994)",Drama|Mystery|Thriller,,,,,783, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
One Flew Over the Cuckoo's Nest (1975),Drama,,,,,240, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
Spawn (1997),Action|Adventure|Sci-Fi|Thriller,,,,,1023, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
"Assignment, The (1997)",Thriller,,,,,997, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
Wonderland (1997),Documentary,,,,,171, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
Incognito (1997),Crime|Thriller,,,,,810, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
Blues Brothers 2000 (1998),Action|Comedy|Musical,,,,,1042, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
Sudden Death (1995),Action,,,,,651, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
Ace Ventura: When Nature Calls (1995),Comedy,,,,,717, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
Powder (1995),Drama,,,,,358, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
Dangerous Minds (1995),Drama,,,,,80, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
Clueless (1995),Comedy,,,,,226, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
Bio-Dome (1996),Comedy,,,,,126, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
Black Sheep (1996),Comedy,,,,,849, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
Mary Reilly (1996),Drama|Thriller,,,,,381, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
"Bridges of Madison County, The (1995)",Drama|Romance,,,,,374, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
Jeffrey (1995),Comedy,,,,,619, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
Judge Dredd (1995),Action|Adventure|Sci-Fi,,,,,1113, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
Mighty Morphin Power Rangers: The Movie (1995),Action|Children's,,,,,963, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
Showgirls (1995),Drama,,,,,542, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
Houseguest (1994),Comedy,,,,,414, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
Heavyweights (1994),Children's|Comedy,,,,,2, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
Miracle on 34th Street (1994),Drama,,,,,283, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
Tales From the Crypt Presents: Demon Knight (1995),Horror,,,,,123, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
Star Trek: Generations (1994),Action|Adventure|Sci-Fi,,,,,573, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
Muriel's Wedding (1994),Comedy|Romance,,,,,377, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
"Adventures of Priscilla, Queen of the Desert, The (1994)",Comedy|Drama,,,,,92, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
"Flintstones, The (1994)",Children's|Comedy,,,,,1100, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
Naked Gun 33 1/3: The Final Insult (1994),Comedy,,,,,55, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
True Lies (1994),Action|Adventure|Comedy|Romance,,,,,114, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
Addams Family Values (1993),Comedy,,,,,607, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
"Age of Innocence, The (1993)",Drama,,,,,16, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
Beverly Hills Cop III (1994),Action|Comedy,,,,,1240, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
Black Beauty (1994),Adventure|Children's,,,,,1037, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
Fear of a Black Hat (1993),Comedy,,,,,1165, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
Last Action Hero (1993),Action|Comedy,,,,,978, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
"Man Without a Face, The (1993)",Drama,,,,,20, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
Mrs. Doubtfire (1993),Comedy,,,,,528, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
Radioland Murders (1994),Comedy|Mystery|Romance,,,,,972, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
Robin Hood: Men in Tights (1993),Comedy,,,,,799, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
Serial Mom (1994),Comedy|Crime|Horror,,,,,678, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
Striking Distance (1993),Action,,,,,539, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
Super Mario Bros. (1993),Action|Adventure|Children's|Sci-Fi,,,,,1062, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
"Three Musketeers, The (1993)",Action|Adventure|Comedy,,,,,417, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
"Little Rascals, The (1994)",Children's|Comedy,,,,,1348, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
"Brady Bunch Movie, The (1995)",Comedy,,,,,205, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
Ghost (1990),Comedy|Romance|Thriller,,,,,293, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
Batman (1989),Action|Adventure|Crime|Drama,,,,,82, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
Pinocchio (1940),Animation|Children's,,,,,345, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
Mission: Impossible (1996),Action|Adventure|Mystery,,,,,136, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
Thinner (1996),Horror|Thriller,,,,,370, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
Spy Hard (1996),Comedy,,,,,332, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
"Close Shave, A (1995)",Animation|Comedy|Thriller,,,,,180, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
Jack (1996),Comedy|Drama,,,,,434, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
Kingpin (1996),Comedy,,,,,267, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
"Nutty Professor, The (1996)",Comedy|Fantasy|Romance|Sci-Fi,,,,,656, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
"Very Brady Sequel, A (1996)",Comedy,,,,,514, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
Tales from the Crypt Presents: Bordello of Blood (1996),Horror,,,,,858, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
My Favorite Year (1982),Comedy,,,,,866, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
"Apple Dumpling Gang, The (1975)",Children's|Comedy|Western,,,,,1095, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
Old Yeller (1957),Children's|Drama,,,,,70, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
"Parent Trap, The (1961)",Children's|Drama,,,,,424, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
Cinderella (1950),Animation|Children's|Musical,,,,,544, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
Mary Poppins (1964),Children's|Comedy|Musical,,,,,135, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
Alice in Wonderland (1951),Animation|Children's|Musical,,,,,877, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
William Shakespeare's Romeo and Juliet (1996),Drama|Romance,,,,,518, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
Aladdin and the King of Thieves (1996),Animation|Children's|Comedy,,,,,1128, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
E.T. the Extra-Terrestrial (1982),Children's|Drama|Fantasy|Sci-Fi,,,,,57, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
Children of the Corn: The Gathering (1996),Horror,,,,,634, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
Bob Roberts (1992),Comedy,,,,,284, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
"Transformers: The Movie, The (1986)",Action|Animation|Children's|Sci-Fi|Thriller|War,,,,,663, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
To Kill a Mockingbird (1962),Drama,,,,,66, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
Harold and Maude (1971),Comedy,,,,,649, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
"Day the Earth Stood Still, The (1951)",Drama|Sci-Fi,,,,,635, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
Duck Soup (1933),Comedy|War,,,,,258, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
Highlander (1986),Action|Adventure,,,,,354, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
Fantasia (1940),Animation|Children's|Musical,,,,,50, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
Heathers (1989),Comedy,,,,,479, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
Forbidden Planet (1956),Sci-Fi,,,,,1020, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
Butch Cassidy and the Sundance Kid (1969),Action|Comedy|Western,,,,,622, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
"American Werewolf in London, An (1981)",Horror,,,,,314, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
Amityville 1992: It's About Time (1992),Horror,,,,,1173, [SEP]  [SEP]  [SEP]  [SEP] ,3,True
Amityville 3-D (1983),Horror,,,,,1486, [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
Amityville: A New Generation (1993),Horror,,,,,439, [SEP]  [SEP]  [SEP]  [SEP] ,3,True
Amityville II: The Possession (1982),Horror,,,,,493, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
"Amityville Horror, The (1979)",Horror,,,,,777, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
"Amityville Curse, The (1990)",Horror,,,,,1339, [SEP]  [SEP]  [SEP] ,3,True
"Birds, The (1963)",Horror,,,,,154, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
"Blob, The (1958)",Horror|Sci-Fi,,,,,1040, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
"Body Snatcher, The (1945)",Horror,,,,,1005, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
Burnt Offerings (1976),Horror,,,,,1491, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
Carrie (1976),Horror,,,,,513, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
"Omen, The (1976)",Horror,,,,,394, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
Star Trek: The Motion Picture (1979),Action|Adventure|Sci-Fi,,,,,458, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
Star Trek V: The Final Frontier (1989),Action|Adventure|Sci-Fi,,,,,628, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
Grease (1978),Comedy|Musical|Romance,,,,,8, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
Jaws 2 (1978),Action|Horror,,,,,168, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
Jaws 3-D (1983),Action|Horror,,,,,869, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
Bastard Out of Carolina (1996),Drama,,,,,579, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
Jackie Chan's First Strike (1996),Action,,,,,158, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
Beverly Hills Ninja (1997),Action|Comedy,,,,,893, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
Free Willy 3: The Rescue (1997),Adventure|Children's|Drama,,,,,793, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
Nixon (1995),Drama,,,,,1076, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
"Cry, the Beloved Country (1995)",Drama,,,,,1294, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
"Crossing Guard, The (1995)",Drama,,,,,322, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
Smoke (1995),Drama,,,,,500, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
Like Water For Chocolate (Como agua para chocolate) (1992),Drama|Romance,,,,,299, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
"Secret of Roan Inish, The (1994)",Adventure,,,,,509, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
Vanya on 42nd Street (1994),Drama,,,,,844, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
"Jungle Book, The (1994)",Adventure|Children's|Romance,,,,,7, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
Red Rock West (1992),Thriller,,,,,138, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
"Bronx Tale, A (1993)",Drama,,,,,979, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
Rudy (1993),Drama,,,,,227, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
Short Cuts (1993),Drama,,,,,735, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
Tombstone (1993),Western,,,,,746, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
Courage Under Fire (1996),Drama|War,,,,,120, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
Dragonheart (1996),Action|Adventure|Fantasy,,,,,531, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
James and the Giant Peach (1996),Animation|Children's|Musical,,,,,781, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),Sci-Fi|War,,,,,5, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
Trainspotting (1996),Drama,,,,,355, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
"First Wives Club, The (1996)",Comedy,,,,,173, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
Matilda (1996),Children's|Comedy,,,,,530, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
"Philadelphia Story, The (1940)",Comedy|Romance,,,,,186, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
Vertigo (1958),Mystery|Thriller,,,,,125, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
North by Northwest (1959),Comedy|Thriller,,,,,78, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
"Apartment, The (1960)",Comedy|Drama,,,,,920, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
Some Like It Hot (1959),Comedy|Crime,,,,,694, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
Casablanca (1942),Drama|Romance|War,,,,,174, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
"Maltese Falcon, The (1941)",Film-Noir|Mystery,,,,,241, [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP]  [SEP] ,3,True
