title,features,description,price,average_rating,rating_number,itemId,all_reviews_text,metadata_text_count,has_review_text
UNDER ZERO UO Men's Navy Striped Stretchy Knitted Hat Cap,"['100% Acrylic', 'Hand Wash Only']",[],,4.2,18,82022,"This is a typical winter knitted (yarn) beanie cap.  Relatively lightweight.  100% acrylic. It has wide horizontal stripes of dark red and navy blue. It is soft (not scratchy or itchy) and it is not lined. It is stretchy to fit many size head sizes. Although a woman could wear it, I think it would appeal mostly to men and boys. [SEP] I really like this hat. In the pictures it looks like it might be black but it's navy. It's soft and thin which is good for fall and much of the winter here, especially if I'm doing something active. I have a big head, but it's really stretchy so it doesn't slowly slide upward until it pops off like some hats do, lol. I wish the crown were a little flatter. It comes to a slight point. But the point flattens if I pull the hat down. I really like it. [SEP] I really like this hat, it looks great and keeps my ears warm.  It's comfortable to boot.  The knitting is pretty tight, and the materials seem rugged enough to survive many New England winters.  If I didn't already have a bunch of my favorite beanies with Patriots logos on them, I'd wear this one daily. [SEP] Got this for my Dad to try. He LOVES IT! It's warm and covers his ears perfectly keeping his head and ears warm. The material is comfortable. It protects your head and ears from bone chilling wind. Great quality at a great price. Can't recommend enough! [SEP] Stretchy knit cap , warm and comfy.  This fits everyone in the family  too [SEP] Fashionable and stylish. Comfy too but I doubt this one will work well for the midwest winter. The base material is to thin. That being said, for spring or maybe for a southern winter, this one would do just fine...<br />If my review helped you in any way, please let me know by clicking the ""helpful"" button below.  Any questions you may have, feel free to ask… Thank you!",3,True
Less Like Butterfly Red Gem Crystal Charm Pendant Long Bead Sweater Long Statement Necklace,[],[],,3.6,37,170115,This was a bit gaudy gave it to my 20 year old daughter in love [SEP] awesome piece - well made with quality products [SEP] Very pretty and bright lecklace. Goes great with sweaters I love it. Recieved promptly from seller.. [SEP] Looks pretty & easy to wear/combine for casual or more formal occasions. [SEP] Made cheap. Was broken. [SEP] Arrived with a stone off. I will need to glue it back on. Glad all the pieces were in the packaging. [SEP] This is quite a large piece but with the long length of the chain it works perfectly.  I can't believe the price!  Beautiful I love it. [SEP] A little blingy but my contest winners love them. [SEP] very pretty [SEP] It look differenct in the package.,3,True
"Hinky Imports Handmade Red String and Soapstone Bracelet, Good for Wealth and Love, Kabbalah Red String Bracelet",[],[],,3.4,45,18693,"The quality is good and I like the color. The fact that it was so inexpensive is a great bonus. [SEP] A very pretty bracelet that's easy to wear. It's quality is better than I expected and I'm very pleased with it. [SEP] First off it arrived early. It's a very beautiful red with a slight shimmer and a very convient tie it on yourself system. I'll definitely continue buying from this seller. [SEP] Very nice quality.  Ordered for niece and she loved! [SEP] I wear it every day, all the time and I really like it. It is very good made and it does not look cheap. I will buy one more for my sister! [SEP] definitely more feminine than masculine. Bright red and woven design can work well for most dressing occasions that you would wear. [SEP] I wanted a spiritual bracelet for my husband made without any metal. But this one began unraveling at the tied ends, as soon as the prayer was said, and the bracelet was tightened.  I haven't yet figured out how to re-tie it yet, in a way that it won't unravel again. [SEP] Exellent Love the stael ande color thank you very much. [SEP] Started to come apart in a week [SEP] Such a good fit, goes with the rest of my jewelry! Brought me an a old love back together in a positive way 🙂",3,True
Watches for Women Fashion Genuine Leather Band Waterproof Japanese Movement (White),[],[],,4.7,14,2394,"I liked all the crystals on this watch. It made it pretty.<br /><br />This watch was attractive. It had a very smooth and sleek look. It looks very nice on the wrist.<br /><br />It is very flattering. It fits well on. It is very comfortable to wear. It goes on and off easily.<br /><br />It worked without a problem. It kept good time.<br /><br />The quality is very good. This would make a very good gift for someone.<br /><br />The price is reasonable. I would recommend it. [SEP] (Reviewed by my wife): This is a really cute watch.  I have a lot of watches, but none with a white strap.  This one definitely stands out.  The white looks great with the gold color and the faux diamonds.  The strap is a belt-type strap so it is easy to adjust with no need to remove links.  It keeps time perfectly and is well made. [SEP] Great packing. Came with a box. Only reason for 1 less star is, came with a dead battery [SEP] This white watch is designed with class and simplicity. The watch dial doesn’t have numbers but gold lines to indicate where the numbers should be in the first place. I love watches but I would prefer numerical numbers to indicate the time. The watch band is stylish but white which could mean it gets dirty quickly than a black band. [SEP] My daughter has started a bit of a watch collection, and she loves this one! It is unique and honestly a great size and fit. The only negative that she has noticed is that the second band that holds the watch band in place is rather itchy against her skin. It is held together with a single stich that bothers her a little. Other than that, this is a great watch. [SEP] This watch caused a lot of discussion in our family. My wife loves it. She says it has its own sort of elegance and style. I had mixed feelings. I felt the white strap clashed with the gold of the watch. The watch without the band looks great; we all agree on that.<br /><br />Our (grown) daughter called the watch ""tacky"" but didn't have specific reasons other than she thought it looked on the cheap side. I mostly disagree and my wife completely disagrees.<br /><br />Certainly you can see at once it's not a high-end watch, and it doesn't come at a high-end price. I thought it looked a little cheaper and less well manufactured than some others in the price range. But we all think it's appropriate for casual use (not elegant evenings) and would be better if the strap were changed to something color compatible.<br /><br />As I like to say it, the watch is ""Target"" quality. It doesn't descent to the Walmart level but neither does it rise to the Neiman-Marcus range. Four stars.",3,True
PRAANJAL Indian Handmade Ring - Large Size | Celestial Cocktail Dual Tone Ring | Adjustable Ring with White Beads,['Gift ready item.'],[],,3.3,11,7052,"This has enough detail on the front that it looks really exciting from about 4 to 5 feet away, but once you get up close, the lack of quality is pretty apparent. I might wear this if I were dressing up in a costume of some manner, but I definitely don't think it's the sort of quality I would choose for a daily statement piece to wear to normal gatherings. I love that it is big and flashy and exciting, and I also love that it is an adjustable size.<br /><br />My husband immediately wanted to repurpose this as a super cool shield for an action figure, which will tell you about the level of quality to expect when ordering. It is flashy and exciting, but does not in any way seem like grown-up jewelry. [SEP] This is very pretty and well crafted but entirely too large to wear on your hands. Perhaps would be used best if it could be fashioned into a brooch? [SEP] Product description is accurate and photo is an accurate representation of this ring.  It is large and two-tone.  Looks a bit like antique sterling silver.  The white beads appears to be glued in, but done so attractively.  I estimate the ring size to be about a 9, but it is adjustable with a slit-opening in the ring.  I personally think this makes a better scarf ring than a cocktail ring, so I took a photo for you to see it as a scarf ring. [SEP] If you like your rings large-and-in-charge, this handcrafted Indian ring from Praanjal was made for you!  If you are petite like my lady, you may have to become creative to wear this piece.<br /><br />The ring featured an inner portion that looked like a flower or sunburst pattern, while the outer portion of the ring featured simulated pearls and gold beads.  The ring came packaged in a small plastic bag and an unadorned outer cardboard box (see photo).  The portion that affixed the ring to the finger was a (really cheap-appearing) adjustable metal loop.<br /><br />The diameter of the ring fell just under the circumference of a Kennedy half-dollar coin.  Thus, you needed sizable hands and a love of the unique to wear the ring comfortably.  My lady decided to repurpose the ring since it was far too large for her hand.  She snipped off the adjustable ring portion, and affixed a pin to the back of the disk portion.  Thus, she now had a small, but eyecatching, broach/pin.<br /><br />As a pin, this design worked much better than it did as a ring. Since a hobbyist could make this ring into something new, I give it a tentative recommendation. [SEP] What an awesome statement ring! This totally complements my boho look... I am a huge fan on Indian culture and love all of their patterns, textiles, arts, and colors... I instantly fell in love with this when I opened the package. [SEP] I have huge hands. Like ring size 9+ hands.<br />And this fit me right out of the (plain cardboard) box.<br />It is adjustable, but to make it smaller, you have to squeeze & overlap the 2 sides of the metal band. The band appears to be glued on to the disk, so a lot of squeezing could pop it right off.<br />Assuming you can adjust to your right size, the decorated disk is really big - as in hits my knuckle big!<br />No idea how smaller fingers would wear this.<br /><br />Since it’s obviously a costume statement piece, I guess wearing it for a special occasion or with a special outfit might be doable, but I’ve worn it only long enough to type this review & it is annoying me. A lot.<br />A couple of stars for the pretty design is all I can do.<br /><br />(Thanks for reading this & hope it’s Helpful!)",3,True
eFuture(TM) Red/Beige Women Traveler Chain Print Silky Feel Chiffon Scarf Wrap Long Shawls +eFuture's nice Keyring,[],[],,4.3,16,93573,"Great price, like it a lot. [SEP] Wonderful quality, a great size and vivid colors. I don't know what to wear it with yet, but I can't wait! Any suggestions from other reviewers? [SEP] This scarf is lovely.  It is larger than I expected but beautiful!! [SEP] Like [SEP] very nice [SEP] Scarf was beautiful and everything I was hoping for with the print. [SEP] Scarf was beautiful and everything I was hoping for with the print. [SEP] Scarf was beautiful and everything I was hoping for with the print. [SEP] Scarf was beautiful and everything I was hoping for with the print. [SEP] I was a bit skeptical too but I've had this scarf for a year now and I love it. Personally it's a bit too thin to wear as a scarf but I wear it almost every night as a head scarf.",3,True
"Running Socks for Women Men, Forcool Comfortable Cushion Performance Hiker Outdoor Athletic Cotton Crew Socks for Cycling Jogging Trekking Walking, 1 Pair Medium Black & Blue",[],[],,3.0,23,4274,"These socks ROCK! I am not much of a hiker, but I am a runner, and I am always looking for the latest and greatest running socks/technical socks. I feel like I have just hit the jackpot with these.<br /><br /> I live in a warmer climate and don't ofter wear crew socks, but that is mostly because they don't always stay in place. These do!<br /><br />I love the way they feel with perfect arch support and cushioning at the heel and toe. Very supportive, breathable and extremely comfortable!<br /><br />They are precision made for the left and right foot, and each sock is marked with L and R. above the toes. There are no seams above the toes to irritate my skin during a long run or hike. They give me happy feet!<br /><br />I received this in a size medium, and they fit my size 7 woman's feet perfectly. They are sharp-looking, high-quality socks and I VERY highly recommend them!<br /><br />** If you found this review to be helpful at all, please take a moment and click the button below to let Amazon know. Thank you 😊 ** [SEP] I do hiking on weekly basis here in San Francisco bay area. These socks fit my needs well. They are thicker than my other socks. I have to loose up hiking shoes a bit for fitting. After 2 hikes, I feel these socks may be too warm for California summer. I think they are better suited for colder temperature.<br />These socks are very comfortable and the toe and heal areas are well padded. All in all, a good quality socks for hiking. [SEP] Warm, soft, comfortable. Fit well, no slipping. Great for hikes, outdoors, etc. Good quality & well made. Really happy with these! [SEP] Great fitting sock as far as matching my size.  They have a comfortable tightness - pseudo compression if you will, though not excessive.  Also good breathe-ability in that you don't feel like your feet are trapped in a furnace. [SEP] I wore these on a 5 mile hike and they felt very comfortable! The compression in them was good enough to keep my feet from swelling and the seat wicking capabilities are satisfying. It's a little thick from the heel to the toe which adds extra cushioning, but I didn't find my feet overheating on my hike.<br /><br />My foot size is an 11, so according to the seller's advertising I should fit an X-Large, but I went with the medium and it fit snugly, thus I suggest buying one size down.<br /><br />Overall, this is a quality hiking sock that I recommend purchasing :) [SEP] These socks are thick and provide cushioning in all the right places. They are specifically designated and labeled with L (left sock) and R (right sock). I wear these for hiking and camping. They keep my feet comfortable, protected, and supported. [SEP] These are great socks, they fit perfectly and definitely do the job of keeping your feet dry by pulling the moisture away from them. I've never seen socks marked L and R! They are cushioned and quite thick so they are comfortable on your feet and actually feel  cushy while you're wearing them. I don't actually hike but I walk alot and they are perfect in my sneakers. [SEP] Extremely comfortable to wear for hiking or any day, especially if you have to wear all day long. Soft and comfortable to wear. It is able to handle a lot of foot traffic with both shoes on and off. [SEP] I wear an 8 1/2W shoe, and when these arrived I was hoping they would stretch enough to comfortably fit.  Sadly they did not AT ALL and wear tight on my lower calves.  And the inside of the socks don't seem ""finished""--there are a lot of loose threads.  I gave them away. [SEP] Comfy, warm, and good arch support.  Not too binding around the ankles.  Normal crew length, maybe to the short side if anything.  Really like them.",3,True
Ldurian Keychain for Women Artificial Rabbit Fur Large Circle Key Ring Leather Wristlet Keychain Bracelet Pompom Holder for Women Girl,['Snap closure'],[],,4.0,13,6979,"When I received mine, the tassels were all curled up and bent and I’m not sure how to straighten them out. I thought it might be kind of cool but as I look at it I realize it’s basically $20 for three puff balls. Not worth it to me. [SEP] On the one hand, if you have no pets, it would be virtually impossible to misplace your keys on this keychain.  Its huge (for a key chain)  I have wallets that are smaller!  No way can I see myself walking around with this thing on my arm.  But, my daughter saw it and immediately said ""Can I have it?  I want to put it on my backpack!""  As a backpack decoration, I guess it is pretty awesome.<br /><br />If you have a cat, watch out!  It also makes a great cat toy.  So great, your cat may steal your keys - which would defeat the point of having a huge, easy to find key chain. [SEP] This faux fur key ring is super-soft and large. It will be hard to lose your keys with this thing. The wristlet strap barely fits my large wrists, but should easily fit the wrists of most teens. Alternatively, it can be used to attach the key ring to a purse or backpack. [SEP] I always laugh at the furry balls keychain idea, but these are not that bad and are soft. I like the snap, but I wouldn't use it as an actual keychain, just as decorations on a handbag. The snap easily pops open and closed and if I had concerns about my keys falling off, this would make me nervous.",3,True
Fun Central - Brown Felt Studded Cowboy Hat for Men and Woman | Western Decor Cowboy Costume Cowboy Outfit Yellowstone Western Wear New Year’s Eve Hat Party Favors Celebrations.,"['Pull On closure', 'Hand Wash Only', ""RIDE ‘EM COWBOY! | You'll feel like a cowboy when you put on our Felt Studded Brown Cowboy Hat. It isn't the typical cowboy hat you find in some souvenir shop. This high-quality cowboy (or cowgirl) hat for men and women will make a perfect addition to your western wear. It's ideal for daily use and is safe, non-toxic, and environmentally friendly. One size fits most. It can easily be adjusted for smaller kids by adding a cloth underneath."", ""COWBOY NEW YEAR | Celebrate 2023 New Year's Eve—the cowboy way. Whether you live in cowboy country or not, our cowboy hat is perfect for a western-themed new year's eve party. Are you tired of taking the same ol' boring nye photos? The cowboy hat will give you fantastic New Year's Eve selfies and photo booth pictures. It'll be a party to remember!"", 'WESTERN DECOR | Our cowboy hat is perfect for adding a little Western decoration to your home. Also great for western-themed parties and events. Get a bunch and hand them out as cowboy party favors! Great for Christmas and New Year. And that’s not all. It’s perfect for your Halloween party supplies and as a Halloween costume accessory.', ""BASED IN THE USA | We're proud to be a US-based, family-owned company in business since 1983. Our passion is to always provide you with the best selection of unique gifts and novelties."", 'INCLUDED: (1) Felt Studded Brown Cowboy Hat.']",[],15.99,4.3,966,19718,"Cheap hat. Way too big for my two year old, but it worked well enough [SEP] Oh my definately for children who will trash it within a month. [SEP] great hat. shipped quick [SEP] Material is very cheap . Cheap costume hat . And came squished even tho it was shipped in a box ? Must have been done during packing.. and for adult not a young child [SEP] Perfect all around! Great quality! [SEP] A little tight on my big fat head but perfect for kids and normal sized heads. Great for the price. Concerned they may bleed if it rains. [SEP] It was a gift for my grandson and he loves it.  My son said my grandson won't take his hat off. [SEP] Product exactly as in photos. Light. Right size for adult head. &#34;Shoelace&#34; strings attached but you can &#34;hide&#34; them inside the hat if desired, or remove them altogether. [SEP] I wanted to get my grandkids an inexpensive cowboy hat so when they come over they can use it when they play dress up, This is made out of a plastic material as far as I can see, but covered in a felt or some kind of softer fabric, It is hard so can not bend it to fit the way you want, I was hoping that it was a softer material , I still like the way it looks , it has 2 strings to tie underneath your chin to hold it on. It does look pretty durable so will probably last a while with the kids paling with it, I tried it on and it fit me but might be a little big on a really small head because it was plenty loose on my head, I had my 10 year old  grandson try it on and it did fit him ok as long as you use the straps to keep on your head.  I did think this was a good deal for a play hat that the kids can wear or use at Halloween to be a cowboy.<br /><br />I have been buying on Amazon for 15 years now and I do rely on Customers feedback. That is why I decided to become an Amazon reviewer I do get to buy products at a reduced price and sometimes for free to use and give a helpful review of the products. I only test out the ones that I am interested in so I can let you know how it worked for me or a family member. Sometimes good and some not so good.Thanks and Happy shopping. Feel free to ask any questions [SEP] Always  great",3,True
TOB Women's Summer Casual High Waist Striped Bow Tie Shorts with Pockets Belt Darkblue,['Drawstring closure'],[],,3.6,8,28456,"I ordered a small n after a little time because the material is so stretchy, they became way too loose [SEP] These shorts fit as expected, they are very comfortable and the string part is easy to tie. [SEP] These shorts fit as expected, they are very comfortable and the string part is easy to tie. [SEP] These shorts fit as expected, they are very comfortable and the string part is easy to tie. [SEP] These shorts fit as expected, they are very comfortable and the string part is easy to tie.",3,True
OLIEYE Fashion Polarized Sunglasses for Women Men UV400 Mirrored Lens O6177,[],[],,2.6,12,46252,"These are lovely, light as a feather sun glasses. They are plastic with gold metal and I like them because I can wear them over my prescription glasses. A black plastic case is included along with a cleaning cloth. [SEP] These are the type of sunglasses I expect to pick up from a Forever 21, for example. They look and feel like sunglasses I've bought for a quarter of this price. Very lightweight, flimsy, kind of cheap-looking. Unless you completely love the style, you might be better off picking similar glasses up somewhere else for a lower price. [SEP] I didn’t like these sunglasses at all.  They were very cheap and flimsy looking.  I don’t feel that I’m too snobby with sunglasses - I can wear expensive to $10 pairs.  But these went straight in the trash.  They looked terrible. [SEP] The first thing my husband said when I put them on was 'those look cheap'. They feel cheap as well. The entire frame flexes in a way that makes me worry about structural integrity when I open them and put them on. They weight next to nothing, which reinforces the fragile impression. I have not managed to actually snap them yet, but they are not comfortable and I am not sure I will pick them up again to test their fortitude. I will not be using these. [SEP] hmmmmm... While the shape & style hold some attraction for me, these sunglasses are SUPER lightweight - and not in a good way.  These (for lack of an eloquent term) are constructed of cheap plastic and give me zero sense they would hold up with any less than mindful care.  The &#34;gold&#34; on the bridge, side tabs, the arms and especially the nose pads are bright-shiny gold.  The black is a glossy plastic.  These seem more like a pair you'd pick up at a Dollar Store for a quick-disposable-only-in-emergency pair of shades.<br /><br />I will keep them in my car in the RARE instance that I've forgotten my prescription sunglasses as I can put them on over my clear prescription glasses for a temporary situation.  My vision is somewhat distorted with them this way and the sunshine block is pretty mild.<br /><br />They arrive in an attractive black box with OLIEYE in a handsome lettering, a chunky lightweight black plastic case with a snap, and a cleaning cloth.  (something you wouldn't get included at a dollar store...but then, these sunglasses feel so vulnerable and temporary, they don't say &#34;take good care of me&#34;)<br /><br />I would be okay paying $1 for these in a pinch. [SEP] They are super light but feel cheap [SEP] If I had seen these at the corner drugstore for $9.99, I would have thought they were overpriced. This is dollar-store quality at best. They look like they would snap in a heartbeat, they aren't comfortable, and they actually rattle (like the parts weren't connected properly). They come with a case that smells weird. [SEP] Sorry to say but these sunglasses are super weak and will not hold up.  Every time I even try to put them on my face, they bend out of shape and nearly break. The frames have a nice shape but I can't even wear them.  They are going in my dress up/Halloween box for one time wear.",3,True
"Froomer Women Fashion Short Sleeve Long Casual Striped T Shirt Tops Dress,White,X-Large","['Pull On closure', 'Hand Wash Only']",[],,2.7,13,164740,"Way too small it is a major disappointment but the seller was quick to respond to me and offer a refund. I am 5'3&#34; and a large didn't even cover my butt it is that short. I gave it to a friend and she is going to maybe wear it with leggings. I wanted a thinner comfortable dress not a shirt. [SEP] This is made of a almost silky, stretchy material. Similar to my workout leggings. Which means it is clingy. It is in Asian sizing so size up. I am usually a medium in American shirts and ordered the XL. It is slightly loose but still hangs unflatteringly on my belly. I am quite short so the length was actually longer than I'd like. The quality seems to be good. Came sooner than the estimated shipping date. If I can lose the post baby belly, I will like this shirt a lot. But it does show every flaw. [SEP] It runs small so i ordered a xl im normall A medium . I. Really like it. [SEP] I am not being paid or compensated in any way for this review. I did follow the instructions and ordered one size up so I ordered an extra large we're typically I would be a large to extra large I have a long torso 38 inch around bust with d to a double D cup. If it's wonderfully my boyfriend loves to see me wearing it but it is too short to wear out as a dress. I am 5 7 but I have short legs and a long torso. It looks great to walk around the beach with but other than that it comes up to about an inch past my crotch and my rear end. If I walk extremely careful I could wear it as a dress but definitely could not sit down. I washed it and hung it to dry and it still fits exactly the same. Extremely comfortable and extremely flattering. If it were two to three inches longer I would have rated it 5 stars. [SEP] I am not being paid or compensated in any way for this review. I did follow the instructions and ordered one size up so I ordered an extra large we're typically I would be a large to extra large I have a long torso 38 inch around bust with d to a double D cup. If it's wonderfully my boyfriend loves to see me wearing it but it is too short to wear out as a dress. I am 5 7 but I have short legs and a long torso. It looks great to walk around the beach with but other than that it comes up to about an inch past my crotch and my rear end. If I walk extremely careful I could wear it as a dress but definitely could not sit down. I washed it and hung it to dry and it still fits exactly the same. Extremely comfortable and extremely flattering. If it were two to three inches longer I would have rated it 5 stars. [SEP] I am not being paid or compensated in any way for this review. I did follow the instructions and ordered one size up so I ordered an extra large we're typically I would be a large to extra large I have a long torso 38 inch around bust with d to a double D cup. If it's wonderfully my boyfriend loves to see me wearing it but it is too short to wear out as a dress. I am 5 7 but I have short legs and a long torso. It looks great to walk around the beach with but other than that it comes up to about an inch past my crotch and my rear end. If I walk extremely careful I could wear it as a dress but definitely could not sit down. I washed it and hung it to dry and it still fits exactly the same. Extremely comfortable and extremely flattering. If it were two to three inches longer I would have rated it 5 stars. [SEP] I am not being paid or compensated in any way for this review. I did follow the instructions and ordered one size up so I ordered an extra large we're typically I would be a large to extra large I have a long torso 38 inch around bust with d to a double D cup. If it's wonderfully my boyfriend loves to see me wearing it but it is too short to wear out as a dress. I am 5 7 but I have short legs and a long torso. It looks great to walk around the beach with but other than that it comes up to about an inch past my crotch and my rear end. If I walk extremely careful I could wear it as a dress but definitely could not sit down. I washed it and hung it to dry and it still fits exactly the same. Extremely comfortable and extremely flattering. If it were two to three inches longer I would have rated it 5 stars. [SEP] I am not being paid or compensated in any way for this review. I did follow the instructions and ordered one size up so I ordered an extra large we're typically I would be a large to extra large I have a long torso 38 inch around bust with d to a double D cup. If it's wonderfully my boyfriend loves to see me wearing it but it is too short to wear out as a dress. I am 5 7 but I have short legs and a long torso. It looks great to walk around the beach with but other than that it comes up to about an inch past my crotch and my rear end. If I walk extremely careful I could wear it as a dress but definitely could not sit down. I washed it and hung it to dry and it still fits exactly the same. Extremely comfortable and extremely flattering. If it were two to three inches longer I would have rated it 5 stars. [SEP] Cut small",3,True
MOWOM Silver Gold Two Tone 2PCS Rhodium Plated Cufflinks Clouds Flower Shirt Wedding Business,['Toggle closure'],[],,4.3,104,10128,"Not exactly as in pictured [SEP] They appear to be of good quality for the price and I think they will hold up.  The do look like the picture so THAT I CAN'T DENY.  However, I don't think the yellow/gold color is bold enough and it is sort of washed out in my opinion.  I wish the color was more bold to stand out more.  Otherwise, I am ok with my purchase! [SEP] These look very refined. [SEP] looked great on my son [SEP] Not nearly as high contrast as shown (especially the one in the back ground there in their main picture). I love the design, you just can't appreciate it in the real world lighting. The photo shoot definitely highlights the colors in a way you won't ever get in the real world. [SEP] Great cufflinks and a reasonable price. [SEP] great [SEP] Stunning [SEP] There is more silver coloring than gold. The actual product is not as colorful as the photo accompanying this product [SEP] Beautiful cufflinks with a very elegant and subtle design. The gold and silver color complement each other ver well. The lines that you see in the picture are not visible, you have to look real close.",3,True
"Neck Gaiter Face Scarf Mask-Dust, Sun Protection Cool Lightweight Windproof Breathable Cycling Face Cover,White",[],[],,4.4,19,52269,"needed something for face mask restrictions, used it today on a bike ride as well, held up great to Texas 100 degree weather, will order another, just need to figure out how to wash/clean these [SEP] Most gaiters/buffs while lightweight, don’t have the pull cord making them adjustable; when worn especially as a face covering during COVID the pull cord allows you to adjust for your perfect fit, so as to not continually fidget with it. [SEP] these are amazing and fit great. Wish they had more colors. its hard to find these for guys with big heads like mine. [SEP] Very light weight comfortable [SEP] Love the adjustable strap [SEP] Love the adjustable strap [SEP] Love the adjustable strap [SEP] Love the adjustable strap",3,True
Wild Hazel Women's Viscose Colorful Embroidery Lace Work Tassel Cover-ups Swimwear Caftan (Free Size) White,['Pull On closure'],[],,4.2,18,4637,"This yells ""Ole"" at you. And to be honest, I love the design. I like the embroidery and the tassels. They are nice and colorful against a white background. When you launder this, it is with cold water and it may even bleed the colors from the bright colors, I don't know yet. But, it is perfect for a day on the beach with a nice straw hat. [SEP] I was Super Hesitant about this top since it was ""One Size""  but I absolutely LOVE this Wild Hazel Women's Viscose Embroidered boho top.<br />First I wanna Say The Gorgeous caftan sleeves look ""open"" but they're not. The sleeves are sewn (4th photo) inside and even though they look open on the sides, they're aren't.<br />  The colorful embroidery is really pretty and eye catching.<br /> The top is alittle sheer and see thru but perfect over a bathing suit or Cami.<br />The Measurements: 30"" Across the front, yes 30""! And About 31"" Shoulder To Hem.<br />  So depending on how tall you are it could look like a top, a tunic or a dress... :)<br /> I honestly never dreamed this would fit. I'm 5'10 180 pounds on a good day..lol and 38DDD and it looks GREAT. [SEP] This is a really, colorful top that hides my extreme apple sauce  shaped body, ie my waist is the largest part of my body. Seriously. The embroidery is really nice, and I love the addition of little bright colored tassels on the top sleeve and shoulder area. Now you should’ve aware that this is a loose fitting, garment. It is shaped a lot like a poncho, but with seams holding the two sides together. I wear it out running errands and anything else that doesn’t involve eating. I am a slob, eating with white shirt = stained and ruined in five minutes. Given the style this would be a great swimsuit coverup with a pair of capris, to look dressed. I personally wear a tight fitting spandex layering tank under it (white) as it is very thin and it IS white. [SEP] First of all, this is plenty big and will fit people of most sizes as a coverup. An extremely large person will not fit this.<br /><br />The photo in the description does not fully show just how bright this is. If you like bright things you will love this. It is definitely eye catching. At a minimum you can use it at home if you have a pool.<br /><br />The quality is good and it should serve its purpose as a pool cover up. Just keep in mind that it is bright and highly decorated with tassels, etc. If this isn't your thing maybe look for another product. [SEP] It is beautiful and I get a lot of compliments on it. I know that it is a bathing suit cover-up but I wear it as a tunic over leggings. You may want to put a camisole under it. I also bought one in blue, pink and black [SEP] When I first ordered this swimsuit cover from Wild Hazel, I thought it would be free flowing underneath with nothing restricting in the way.  However when I recieved it and put it on, I noticed that there's an extra stitching going downwards from armpit to hip. This makes me believe that if a larger woman were to put this on it would not fit at all.  This is a bit misleading as the photo and description don't mention nor make it clear about the extra stitching underneath. While it fits, it's not comfortable due to this restrictive stitching. Material appears adequate nothing high quality nor too flimsy,  just adequate.  Style is based on personal taste, it has bright tassels on an all white ensemble.  My aunt enjoys loud clothing so I thought this style would suit her but instead my mom ended up liking it more.  She is always on the beach anyways as a Florida resident so she got more use out of it.  She doesn't mind the restrictive stitching as she enjoys a tighter fit. I guess everyone is truly different in terms of likes and dislikes.  I like more free-flowing items where as my mom doesn't.  So my mom gives it 5 stars, I give it 4. We settled on 4 1/2 stars. [SEP] Generously sized coverup for anytime. Cute designs, light, breezy material, feels nice on the skin.  It was a bit wrinkled on arrival so I tossed in in the dryer on the ""Steam Fresh"" setting with dryer heat set to ""Low"" and it came out wrinkle free!<br />I wore it as a coverup over a tank top with knee-length shorts to a community event and received many compliments and questions about where I got it.<br />It is very attractive and quite versatile. [SEP] Fun cover up, light weight but not too see through! Really good quality and love the bright colors! [SEP] The cotton is soft and refreshing... it dose fit roomie... it's colorful and knee length... no stretch... can also be used as a top or a dress if your short like me lol... can also be used as pj's... I do find it useful...",3,True
"Oitom Metal Bands Compatible with Fitbit Blaze Large,Frame Housing+Stainless Steel Bracelet Replacement Accessory Strap Watch Band for Smart Fitness Watch (Black Steel+Frame)",['Buckle closure'],[],,4.4,1289,7888,"My expectations were met - the description was accurate and adjusting the bracelet size was no problem. It looks nice. [SEP] Bought for my boyfriend to have a different option to wear with hit fitbit Blaze! [SEP] Finish started coming off within a few months. [SEP] Gift for my husband. He loves it. Nice weight and finish. [SEP] The band is just what I wanted.  Very easy to adjust with the included tools.  It gives my wrist the feel that I am used to after many years of wearing a watch.  Looks great. [SEP] This band is comfortable and nice, but after wearing it for less than a week the pin holding the claps to the band came off somehow and I couldnt find it. It's not a pin like the others so I am not sure how to replace it. [SEP] This band is so great! Looks high quality, fits nicely! Was soooo easy to remove links to get the right fit! Comes with all the things you need and extra pieces! [SEP] Great! [SEP] Durable and professional band [SEP] The wrist band feels and looks great. But the color is fading and it’s been less then a week that I’ve worn it. Already looks ugly. I Got the color black.",3,True
Ldurian Tassel Keychain for Women Bag Charm with Pompom Leather Tassels Accessories for Key Handbag,['Lobster Clasp closure'],[],,3.8,16,8084,"This tassel keychain is very long.<br />I use a small crossbody bag and these tassels are longer than the bag when attached to the handle clip.<br />In addition to the pom, there is a standard key ring and a clip ring.<br />I docked this one star because this looks very cheap when you are close to it. [SEP] This is cute.  I thought it was going to be tacky looking and it's not.  It's made well and good quality material.  I like it.  Thank you. [SEP] This tassel  looks great and has been withstanding the test of time by being attached to a backpack for a while and not breaking! [SEP] I really wanted this to add to my planner.  This was much larger than I was expecting, but it still worked perfectly.  I love the addition of the pom! [SEP] This looked like it would be really cute, but alas, it didn't arrive [SEP] This looked like it would be really cute, but alas, it didn't arrive [SEP] I really wanted this to add to my planner.  This was much larger than I was expecting, but it still worked perfectly.  I love the addition of the pom! [SEP] I really wanted this to add to my planner.  This was much larger than I was expecting, but it still worked perfectly.  I love the addition of the pom!",3,True
